Source Port,Destination Port,Protocol,Flow Duration,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward
443,54865,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,-1,1,20
80,55054,6,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,256,0,20
80,55055,6,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,256,0,20
443,46236,6,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,329,0,20
443,54863,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,-1,1,20
443,54871,6,1022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,-1,1,20
443,54925,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,-1,1,20
443,54925,6,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,256,0,20
443,9282,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,-1,1,20
443,55153,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946,-1,1,20
443,55143,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980,-1,1,20
443,55144,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980,-1,1,20
443,55145,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980,-1,1,20
443,55254,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946,-1,2,20
80,36206,6,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939,1269,0,32
443,53524,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,-1,0,32
443,53524,6,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,65535,0,32
443,53526,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,-1,0,32
443,53526,6,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,65535,0,32
443,53527,6,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,65535,0,32
443,53528,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,-1,0,32
443,53527,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130,-1,0,32
443,55035,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237,-1,1,20
443,55275,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,-1,2,20
443,55277,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35095,-1,1,20
443,8850,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,-1,2,20
80,43248,6,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,439,0,32
443,8678,6,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,-1,2,20
443,55063,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,-1,1,20
443,55203,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,-1,1,20
443,55140,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,-1,1,20
443,55180,6,737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,0,1,20
443,55156,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,-1,1,20
443,55096,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,-1,1,20
443,55085,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,-1,1,20
443,8689,6,276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,-1,2,20
443,8817,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40905,-1,1,20
443,8816,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40905,-1,1,20
443,8886,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5114,-1,1,20
80,60350,6,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,274,0,20
80,60346,6,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,274,0,20
80,60352,6,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,320,0,20
443,8833,6,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,-1,1,20
443,9331,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,-1,1,20
443,9175,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385,-1,1,20
80,8693,6,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,258,0,20
80,8695,6,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,255,0,20
80,8690,6,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,255,0,20
80,8694,6,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,255,0,20
443,57683,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,-1,1,20
443,57662,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,-1,1,20
443,54864,6,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,-1,1,20
443,57680,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377,-1,1,20
80,60954,6,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,229,0,32
443,57681,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424,-1,1,20
443,55270,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,-1,1,20
443,55271,6,251170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,-1,2,20
443,57674,6,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,-1,1,20
443,50485,6,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378,558,0,32
443,57686,6,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,255,1,20
80,33666,6,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,586,0,32
443,8883,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40929,-1,1,20
443,8884,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40929,-1,1,20
443,55245,6,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16384,256,0,20
443,55150,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5574,-1,1,20
443,55043,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4737,-1,1,20
443,55040,6,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4737,-1,1,20
443,55039,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4737,-1,1,20
443,55043,6,999588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4737,-1,1,20
443,55039,6,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4737,63668,0,20
443,55040,6,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4737,64189,0,20
27328,53,17,71693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,20
56447,53,17,60738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,20
50038,21,6,126188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,227,12,32
38044,34805,6,8003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,362,10,32
38044,34805,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229,-1,0,32
50038,21,6,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229,227,0,32
39524,139,6,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,302,0,32
54990,443,6,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306,-1,1,32
40124,443,6,514004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444,0,0,32
57700,80,6,60130920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8192,946,4,20
57701,80,6,60130912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8192,946,4,20
57683,443,6,3895966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,360,4,20
57662,443,6,3895242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,360,4,20
57681,443,6,3896308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257,424,4,20
57674,443,6,3895052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,360,4,20
57686,443,6,3896461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255,360,4,20
62449,53,17,31020664,46735.0,0.0,46735.0,46735.0,30900000.0,0.0,30900000.0,30900000.0,-1,-1,7,20
53279,53,17,83718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,3,20
57702,445,6,10706606,3591908.0,0.0,3591908.0,3591908.0,7114425.0,0.0,7114425.0,7114425.0,8192,2050,27,20
57699,80,6,60166984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8192,946,5,20
51561,53,17,24027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
58019,8080,6,1029807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8192,0,0,28
34314,80,6,2979847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437,63,0,32
60344,80,6,28315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274,1024,0,20
60354,80,6,28466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274,1024,0,20
50350,443,6,101027175,1048172.0,1296391.188,1964859.0,131485.0,49400000.0,12900000.0,58500000.0,40300000.0,428,407,5,32
46939,53,17,330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,20
65191,53,17,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,20
26091,53,17,302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
9278,53,17,283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
61116,53,17,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
49854,53,17,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,20
2022,53,17,266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,20
54866,53,17,102033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,20
50390,53,17,51453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,20
37335,53,17,1140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
57626,53,17,293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,1,32
38354,22,6,1333970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,243,24,32
38354,22,6,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290,243,0,32
38364,22,6,1335604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,243,24,32
38364,22,6,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290,243,0,32
41936,443,6,143347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
41944,443,6,143899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
41942,443,6,142605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
41940,443,6,142499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
41938,443,6,23828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,26,20
41946,443,6,119090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
41946,443,6,23841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,25,20
41950,443,6,199037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
41948,443,6,142923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,27,20
41956,443,6,446800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
41954,443,6,141851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
41952,443,6,145376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
41958,443,6,142904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
41964,443,6,142508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
41962,443,6,142561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
41960,443,6,142389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
41970,443,6,142403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
41968,443,6,142089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
41966,443,6,142098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
41976,443,6,128912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
41974,443,6,143215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
41972,443,6,185921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
41978,443,6,131198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
41980,443,6,187746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
41984,443,6,188450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
41982,443,6,300724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
41990,443,6,195652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,33,20
41988,443,6,143173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
41986,443,6,142748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
41992,443,6,142235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
41998,443,6,152597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,23,20
41996,443,6,142263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
41994,443,6,142478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42006,443,6,125417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42004,443,6,188411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42002,443,6,141785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42000,443,6,155181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,52,20
42014,443,6,200946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42012,443,6,142298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,26,20
42010,443,6,196861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42008,443,6,197144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42016,443,6,142230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,33,20
42020,443,6,143922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42018,443,6,142755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42026,443,6,124970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42024,443,6,142117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42022,443,6,142224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,27,20
42028,443,6,143176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42036,443,6,142472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42034,443,6,185687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42032,443,6,142746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42030,443,6,185922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42042,443,6,143435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42038,443,6,186578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42040,443,6,190175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42048,443,6,142210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42046,443,6,142963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42044,443,6,142878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42052,443,6,190109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42050,443,6,143397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42056,443,6,250001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42060,443,6,188539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42058,443,6,142469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42056,443,6,23598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,25,20
42054,443,6,142921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42062,443,6,142553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42070,443,6,142823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42068,443,6,143432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42064,443,6,153205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,45,20
42078,443,6,118987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42080,443,6,143445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42078,443,6,24781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,24,20
42074,443,6,142625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42072,443,6,144147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42092,443,6,312417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42088,443,6,197560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42090,443,6,207397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42086,443,6,144045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42084,443,6,201971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42082,443,6,188080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42098,443,6,142377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42096,443,6,196656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42100,443,6,141942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42094,443,6,142878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42106,443,6,125846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42104,443,6,119881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42104,443,6,23547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,24,20
42102,443,6,142554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42108,443,6,142702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,27,20
42118,443,6,142790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42116,443,6,142342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,26,20
42114,443,6,142780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42112,443,6,142852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42110,443,6,142799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42120,443,6,142500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42126,443,6,459291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42124,443,6,196158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42122,443,6,143476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42130,443,6,118873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42130,443,6,23773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,25,20
42128,443,6,142438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42134,443,6,152273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,47,20
42132,443,6,142918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42140,443,6,142342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42138,443,6,196159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42136,443,6,188391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42146,443,6,141887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42144,443,6,142743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42142,443,6,143077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42152,443,6,145825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42150,443,6,142301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42148,443,6,143379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42154,443,6,394746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42156,443,6,62079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,59,4,32
42160,443,6,122255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42162,443,6,142443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42160,443,6,23501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,23,20
42158,443,6,143365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42164,443,6,142825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42170,443,6,119793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42172,443,6,142885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42170,443,6,23422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,24,20
42168,443,6,142724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42166,443,6,143161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,27,20
42174,443,6,196340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42176,443,6,118573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42184,443,6,189314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42182,443,6,142909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,26,20
42180,443,6,144762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42178,443,6,142378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42176,443,6,24067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,22,20
42190,443,6,119537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42194,443,6,142424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42192,443,6,142848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42190,443,6,23488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,61,21,20
42186,443,6,131864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,24,20
42200,443,6,142592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42206,443,6,143358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42198,443,6,142675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,31,20
42204,443,6,142797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42196,443,6,142740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
42202,443,6,142247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,28,20
42212,443,6,195966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42210,443,6,186390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,33,20
42208,443,6,143354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,30,20
42216,443,6,142817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,24,20
42214,443,6,142734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,32,20
42222,443,6,127932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,4,32
42220,443,6,187229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29200,61,29,20
